Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Abuja,Honda,CR-V,2004,Gold,1.05,nigerian used,112366.0
Abuja,Toyota,Corolla,2013,Gray,4.65,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Black,11.3,foreign used,807523.0
Abuja,Mercedes-Benz,GLE-Class,2017,Black,17.5,foreign used,72366.0
Abuja,Toyota,Sienna LE AWD (3.3L V6 5A),2004,White,1.9,nigerian used,150000.0
Abuja,Toyota,Camry 2.4 LE,2008,Silver,3.0,nigerian used,112366.0
Abuja,Toyota,Camry,2012,Gray,5.0,foreign used,70000.0
Abuja,Toyota,Camry,2015,Red,7.6,foreign used,140000.0
Abuja,Mercedes-Benz,C300,2012,Silver,5.5,nigerian used,75000.0
Lagos,Lexus,ES 350,2009,Black,4.6,foreign used,72366.0
Abuja,Mercedes-Benz,M Class ML350 4x2,2009,Black,3.3,nigerian used,112366.0
Lagos,Toyota,Tacoma TRD Sport,2019,Gray,29.0,foreign used,72366.0
Abuja,Toyota,Highlander,2006,Black,3.35,nigerian used,112366.0
Lagos,Infiniti,Fx,2005,Black,1.91,foreign used,158943.0
Lagos,Mercedes-Benz,E500,2006,Gold,3.94,nigerian used,231361.0
Abuja,Mercedes-Benz,E350,2016,White,13.0,foreign used,72366.0
Abuja,Toyota,Camry,2004,Silver,2.75,foreign used,902471.0
Abuja,Lexus,RX,2019,Black,28.6,foreign used,72366.0
Lagos,Toyota,Camry,2013,Red,4.8,foreign used,45200.0
Lagos,Nissan,Quest 3.5 S,2004,Gold,0.9,nigerian used,167894.0
Ibadan,Toyota,Camry,2003,Blue,1.4,nigerian used,99000.0
Abuja,Lexus,ES 350,2008,Black,3.0,nigerian used,125511.0
Abuja,Land Rover,Range Rover Velar,2019,Gray,40.0,foreign used,72366.0
Lagos,Volvo,V60,2015,White,7.85,foreign used,56968.0
Abuja,Toyota,Camry,2018,Blue,13.0,foreign used,33552.0
Lagos,Toyota,Tacoma,2015,Blue,14.75,foreign used,51000.0
Lagos,Lexus,SC 430 Convertible,2006,Silver,5.8,foreign used,94000.0
Abuja,Toyota,Sienna CE 7 Passenger,2010,Gray,4.6,foreign used,148000.0
Abuja,Toyota,Camry,2007,Gray,3.8,foreign used,102000.0
Abuja,Lexus,ES,2010,Black,6.5,foreign used,38068.0
Abuja,Mercedes-Benz,G-Class G 63 AMG 4MATIC,2020,Black,290.0,brand new,101.0
Lagos,Lexus,RX,2015,Black,13.0,foreign used,72366.0
Lagos,Peugeot,807,2001,Blue,1.01,nigerian used,155300.0
Lagos,Toyota,Highlander Limited,2010,Black,7.0,foreign used,75023.0
Lagos,Toyota,Avalon XLS,2007,Gray,3.1,foreign used,75000.0
Lagos,Mercedes-Benz,M Class ML 320,2002,Silver,1.5,nigerian used,112366.0
Ibadan,Lexus,IS,2005,Black,2.98,nigerian used,152784.0
Abuja,Mercedes-Benz,E320,2004,Silver,1.2,nigerian used,154558.0
Lagos,Mercedes-Benz,E430,2017,Black,34.0,foreign used,39000.0
Abuja,Toyota,Corolla,2010,Silver,2.95,nigerian used,85000.0
Lagos,Lexus,ES 350,2009,Gold,4.95,foreign used,126000.0
Abuja,Lexus,ES 350 FWD,2018,Gold,23.0,foreign used,16000.0
Abuja,Toyota,Camry,2011,Silver,3.5,foreign used,72366.0
Lagos,Honda,Pilot LX 4x4 (3.5L 6cyl 5A),2004,Silver,1.35,nigerian used,352616.0
Abuja,Mercedes-Benz,E320,2005,Silver,1.13,nigerian used,155231.0
Abuja,Mercedes-Benz,E350,2012,Black,7.5,foreign used,85029.0
Abuja,Mercedes-Benz,GLE-Class,2016,Gray,19.69,foreign used,54116.0
Abuja,Honda,Civic,2008,Black,2.8,foreign used,124556.0
Abuja,Toyota,Corolla,2003,Burgandy,2.8,foreign used,72366.0
Lagos,Toyota,4-Runner,2010,Blue,11.5,foreign used,83000.0
Abuja,Toyota,Land Cruiser Prado,2020,Black,43.0,nigerian used,112366.0
Abuja,Lexus,IS 250,2008,Gray,5.0,foreign used,165656.0
Abuja,Lexus,RX 330,2004,Black,3.6,nigerian used,98521.0
Lagos,Acura,MDX,2011,Blue,6.5,foreign used,72366.0
Lagos,Toyota,4-Runner,2014,Silver,13.6,foreign used,113858.0
Abuja,Toyota,RAV4,2015,White,9.3,foreign used,40893.0
Lagos,Toyota,Camry,2008,Black,3.9,foreign used,75000.0
Lagos,Toyota,Highlander Platinum AWD,2020,Silver,46.0,foreign used,2000.0
Lagos,Infiniti,I Automatic,2001,Gray,0.79,nigerian used,112366.0
Abuja,Hyundai,Sonata,2015,Silver,7.2,foreign used,50000.0
Abuja,Honda,Accord Crosstour,2012,Black,3.5,nigerian used,112366.0
Lagos,Lexus,IS 250 4WD,2009,Silver,3.75,foreign used,72366.0
Abuja,Toyota,Corolla,2006,Blue,2.1,nigerian used,153420.0
Abuja,Peugeot,508,2017,Black,10.0,nigerian used,112366.0
Lagos,Lexus,RX 330,2005,Silver,4.9,foreign used,68050.0
Abuja,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,13.5,foreign used,72366.0
Lagos,Lexus,RX 350 FWD,2015,Red,13.0,foreign used,55436.0
Abuja,Mercedes-Benz,GLK-Class 350,2011,White,5.7,nigerian used,112366.0
Lagos,Lexus,ES 350,2008,Black,4.55,foreign used,73000.0
Abuja,Toyota,RAV4,2008,White,2.6,nigerian used,112366.0
Abuja,Buick,Enclave,2009,Red,3.8,foreign used,79652.0
Lagos,Lexus,ES 350,2007,Black,4.0,foreign used,65000.0
Lagos,Toyota,Venza LE AWD,2013,Silver,11.25,foreign used,98524.0
Abuja,Toyota,Highlander,2017,Black,15.0,foreign used,72366.0
Abuja,Honda,Accord,2004,Blue,1.5,nigerian used,123541.0
Abuja,Toyota,FJ Cruiser,2013,Silver,8.6,foreign used,72366.0
Abuja,Lexus,IS 300 AWD,2019,Black,18.8,foreign used,12000.0
Abuja,Lexus,GX 470 Sport Utility,2006,White,7.0,foreign used,72366.0
Ibadan,Toyota,RAV4 LE AWD (2.5L 4cyl 6A),2017,Blue,11.5,foreign used,72366.0
Lagos,Lexus,RX,2013,Gray,12.3,foreign used,65214.0
Abuja,Mercedes-Benz,C-Class,2017,White,20.0,nigerian used,33000.0
Abuja,Toyota,Corolla,2004,Silver,1.9,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2009,Red,5.45,foreign used,72366.0
Lagos,Toyota,Corolla LE (1.8L 4cyl 2A),2018,Red,9.25,foreign used,72366.0
Abuja,Toyota,Highlander Limited 4x4,2009,Gray,4.5,nigerian used,112366.0
Abuja,Toyota,Camry,2018,White,19.0,foreign used,72366.0
Abuja,Mercedes-Benz,S-Class,2022,Blue,270.0,brand new,811.0
Lagos,Lexus,RX,2010,Black,8.8,foreign used,62847.0
Lagos,Lexus,ES 350 FWD,2014,Red,15.0,foreign used,72366.0
Abuja,Lexus,GX 460 Base,2018,White,32.0,foreign used,72366.0
Lagos,Toyota,RAV4 4x4,2009,Gray,4.5,nigerian used,62532.0
Abuja,Dodge,Challenger,2016,Blue,13.3,foreign used,42513.0
Lagos,Lexus,GX,2018,White,28.0,foreign used,72366.0
Lagos,Volkswagen,Jetta,2010,Green,1.13,nigerian used,184724.0
Lagos,Lexus,GX 460 Base,2017,Gray,29.85,foreign used,72000.0
Lagos,Rover,220,2018,Black,43.8,foreign used,75000.0
Ibadan,Toyota,Camry,2004,Green,1.65,nigerian used,142542.0
Ibadan,Mitsubishi,L200,2005,White,2.65,nigerian used,109000.0
Ibadan,Toyota,Avalon,2018,Silver,14.57,foreign used,56335.0
Abuja,Mercedes-Benz,C180,2005,Silver,2.55,foreign used,98254.0
Abuja,Mercedes-Benz,GLK-Class 350,2011,Gold,7.2,foreign used,48000.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2011,Black,8.5,foreign used,77413.0
Ibadan,Toyota,Venza AWD,2011,Gray,5.85,nigerian used,66525.0
Lagos,Toyota,Sienna,2002,Gray,1.24,nigerian used,256771.0
Abuja,Mercedes-Benz,G-Class,2008,White,16.5,nigerian used,96999.0
Abuja,Toyota,Highlander,2015,Gray,14.5,foreign used,72366.0
Lagos,Lexus,ES 350,2008,White,4.3,foreign used,92000.0
Abuja,Mercedes-Benz,GLE-Class,2017,Black,39.0,foreign used,23000.0
Lagos,Mercedes-Benz,M Class,2012,Blue,12.3,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2010,White,6.95,foreign used,72345.0
Abuja,Mercedes-Benz,C300,2015,White,13.5,foreign used,72231.0
Abuja,Toyota,Camry,2014,Green,6.2,foreign used,65428.0
Abuja,Dodge,Journey,2010,Gray,4.5,foreign used,45000.0
Abuja,Toyota,Highlander,2006,Red,2.75,nigerian used,102351.0
Abuja,Mercedes-Benz,C350,2008,Black,4.7,foreign used,72366.0
Abuja,Mercedes-Benz,E350,2015,Black,13.5,foreign used,72366.0
Lagos,Toyota,Land Cruiser 5.7 V8 GXR,2020,Black,64.5,brand new,100.0
Lagos,Lexus,RX 350,2010,Blue,8.8,foreign used,56000.0
Abuja,Honda,Pilot,2005,Gray,1.8,foreign used,186729.0
Lagos,Toyota,Corolla,2018,Black,7.3,foreign used,72366.0
Abuja,Lexus,GX 460 Matt,2021,Black,60.0,brand new,3.0
Abuja,Mercedes-Benz,E400,2015,Blue,12.9,foreign used,41275.0
Lagos,Acura,MDX,2008,Red,3.9,foreign used,985123.0
Abuja,Mercedes-Benz,GLE-Class,2021,Gray,85.0,brand new,811.0
Lagos,Lexus,RX 350,2011,Gray,8.8,foreign used,123455.0
Ibadan,Toyota,Highlander,2011,Black,7.6,foreign used,89000.0
Abuja,Toyota,Land Cruiser 5.7 V8 VXR,2020,Black,132.0,foreign used,25000.0
Abuja,Toyota,Corolla,2006,Black,2.1,nigerian used,112366.0
Abuja,Toyota,Hilux 2.7 VVT-i 4X4 SRX,2012,White,6.0,nigerian used,78000.0
Lagos,Toyota,RAV4,2008,White,5.62,foreign used,72366.0
Abuja,Honda,Pilot EX-L 4x4 (3.5L 6cyl 5A),2007,Black,3.7,foreign used,85000.0
Lagos,Lexus,LX,2016,White,49.4,foreign used,72366.0
Abuja,Toyota,Corolla,2016,Red,6.7,foreign used,40000.0
Lagos,Toyota,Camry,2009,Silver,4.2,foreign used,69874.0
Abuja,Mercedes-Benz,M Class,2012,Black,8.3,nigerian used,112366.0
Lagos,BMW,X5,2010,Silver,9.5,foreign used,180000.0
Abuja,Lexus,GX,2015,Gray,18.5,foreign used,72366.0
Lagos,Lexus,NX 300 FWD,2018,Red,16.88,nigerian used,8888.0
Lagos,Lexus,ES 350,2010,Red,5.3,foreign used,23199.0
Abuja,Toyota,Land Cruiser Prado,2015,Black,15.5,nigerian used,112366.0
Lagos,Lexus,GX 460 Premium,2013,Pink,16.5,foreign used,72366.0
Lagos,Lexus,ES 350,2008,Blue,4.68,foreign used,50000.0
Lagos,Lexus,GX 460 Luxury,2018,Black,31.5,foreign used,17012.0
Lagos,Toyota,Venza LE FWD,2013,Gold,8.0,foreign used,125800.0
Lagos,Lexus,RX,2020,White,33.5,foreign used,72366.0
Abuja,Lexus,ES 350 FWD,2013,Red,10.5,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Silver,12.5,foreign used,52000.0
Abuja,Lexus,GX 470,2004,Gold,4.4,nigerian used,112366.0
Lagos,Lexus,RX,2000,Black,1.65,nigerian used,99803.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Gray,13.8,foreign used,83650.0
Lagos,Nissan,Patrol,2019,Black,50.97,brand new,
Abuja,Kia,Sportage,2011,Black,4.4,nigerian used,68523.0
Ibadan,Lexus,IS 250,2008,Red,3.9,foreign used,72366.0
Ibadan,Lexus,RX 350,2011,Black,10.0,foreign used,72366.0
Lagos,Lexus,ES 350,2008,Gray,4.6,foreign used,72366.0
Lagos,Toyota,Camry,2009,Silver,3.9,foreign used,72366.0
Lagos,Lexus,IS,2011,Silver,6.8,foreign used,72366.0
Abuja,Toyota,Corolla,2013,White,5.85,foreign used,97000.0
Lagos,Lexus,ES 350,2010,Red,5.5,foreign used,109164.0
Abuja,Mercedes-Benz,CLA-Class,2014,Gray,10.5,foreign used,72366.0
Abuja,Lexus,LX 570 (5 Seats) AWD,2021,Black,195.0,brand new,337.0
Abuja,Toyota,Camry,2005,Gray,1.65,nigerian used,112366.0
Abuja,Toyota,Hilux,2021,White,26.0,brand new,774.0
Lagos,Toyota,Sequoia,2006,Gray,3.9,foreign used,49739.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,White,12.0,foreign used,58355.0
Lagos,Lexus,RX,2003,Green,3.2,foreign used,100808.0
Abuja,Toyota,Sienna,2016,Blue,14.0,foreign used,75589.0
Lagos,Toyota,Highlander Limited,2010,Blue,7.8,foreign used,72366.0
Abuja,Toyota,Hilux,2013,White,11.0,foreign used,130222.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2014,Gray,11.0,foreign used,78354.0
Abuja,Toyota,Corolla,2004,Gray,2.55,foreign used,147000.0
Lagos,Mercedes-Benz,C300,2010,Black,5.3,foreign used,72366.0
Abuja,Toyota,Venza,2014,Black,9.5,foreign used,45000.0
Lagos,Scion,iM Base,2016,Red,5.0,nigerian used,112000.0
Abuja,BMW,X1 xDrive28i AWD,2016,White,17.5,foreign used,35984.0
Abuja,Honda,Civic,2013,White,4.25,foreign used,72366.0
Lagos,Toyota,RAV4 LE AWD,2019,Gray,19.5,foreign used,18000.0
Abuja,Mercedes-Benz,C300,2013,Silver,5.7,nigerian used,112366.0
Abuja,Toyota,Corolla,2014,Brown,4.73,nigerian used,125587.0
Lagos,Lexus,RX 350 AWD,2015,Gray,12.5,foreign used,72366.0
Lagos,Toyota,Camry,2014,Gray,7.6,foreign used,38652.0
Abuja,Toyota,RAV4 2.5 4x4,2010,Silver,5.2,foreign used,67213.0
Abuja,Land Rover,Range Rover Evoque,2014,White,8.9,nigerian used,88000.0
Lagos,Lexus,RX,2017,White,18.88,foreign used,65000.0
Lagos,Lexus,GX 460 Luxury,2015,White,19.5,foreign used,32100.0
Abuja,Mercedes-Benz,CLA-Class,2015,Gray,11.0,foreign used,72366.0
Lagos,Lexus,RX 350 F Sport AWD,2019,White,32.5,foreign used,72366.0
Lagos,Lexus,ES 350,2008,White,4.5,foreign used,75000.0
Lagos,Lexus,GX 460 Base,2017,Blue,27.0,foreign used,72366.0
Lagos,Lexus,ES 350,2007,Black,4.5,foreign used,72366.0
Lagos,Nissan,Altima 2.5 S Sedan,2011,Gray,3.38,foreign used,196529.0
Lagos,Lexus,IS,2007,Silver,3.3,foreign used,72366.0
Abuja,Pontiac,Vibe,2008,Gray,4.0,foreign used,141621.0
Abuja,Toyota,Highlander Limited,2010,Silver,7.0,foreign used,126000.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2011,White,7.0,foreign used,65000.0
Abuja,Honda,Accord 2 I-Vtec Automatic,2009,Gold,3.3,foreign used,72366.0
Lagos,Lexus,ES 350,2009,Black,3.75,foreign used,65000.0
Lagos,Lexus,IS,2008,Red,4.0,foreign used,72366.0
Lagos,Lexus,RX,2008,Blue,5.1,foreign used,72366.0
Ibadan,Scion,xB Base,2008,Pink,1.86,nigerian used,111963.0
Lagos,Mercedes-Benz,C300,2015,Black,15.5,foreign used,72366.0
Ibadan,Toyota,Camry,2008,Gold,3.0,foreign used,83000.0
Lagos,Infiniti,QX,2014,Black,13.8,foreign used,72366.0
Abuja,Toyota,Tacoma PreRunner Access Cab,2006,Gold,7.8,foreign used,72366.0
Abuja,Toyota,Corolla 1.6 GLS,2004,Silver,1.85,nigerian used,112366.0
Ibadan,Mitsubishi,L200 Club Cab 2 4WD,2000,White,1.8,nigerian used,296648.0
Lagos,Toyota,Highlander SE 3.5L 2WD,2013,Purple,8.6,foreign used,72366.0
Lagos,Toyota,Camry 3.5 LE,2008,Gold,3.45,foreign used,69000.0
Abuja,Toyota,Sequoia,2004,White,1.85,nigerian used,112366.0
Lagos,Toyota,Camry,2009,Silver,3.26,nigerian used,31885.0
Abuja,Toyota,Corolla,2013,Red,4.2,nigerian used,120370.0
Lagos,Toyota,Highlander Limited V6 4x4,2006,Gold,4.6,foreign used,112000.0
Abuja,Toyota,Camry,2005,Gold,1.6,nigerian used,112366.0
Ibadan,Mercedes-Benz,S-Class S 500 (W220),2000,Black,1.46,nigerian used,394996.0
Lagos,Toyota,Sienna,2006,Red,3.2,foreign used,191352.0
Lagos,Mercedes-Benz,M Class ML 350 TEC 4Matic,2012,White,12.25,foreign used,72366.0
Lagos,Lexus,RX 330 4WD,2005,Gray,5.3,foreign used,72366.0
Lagos,Toyota,4-Runner Limited,2008,Black,4.5,foreign used,65362.0
Lagos,Lexus,RX 350 AWD,2019,Black,27.5,foreign used,6000.0
Lagos,Lexus,GX 470 Sport Utility,2006,Black,7.3,foreign used,49220.0
Abuja,Toyota,Land Cruiser 4.5 V8 GXR,2009,Black,15.0,nigerian used,112366.0
Lagos,Toyota,Tacoma,2010,Red,8.3,foreign used,101427.0
Abuja,Toyota,RAV4,2007,Silver,3.2,nigerian used,120034.0
Abuja,Honda,Pilot,2010,Black,4.71,foreign used,91775.0
Lagos,Toyota,RAV4 2.5 4x4,2011,Green,5.0,foreign used,72366.0
Lagos,Land Rover,Rover Lr2,2008,Black,2.59,foreign used,139707.0
Lagos,Lexus,LX 570 AWD,2014,Black,27.0,foreign used,72366.0
Abuja,Toyota,Tundra,2007,White,6.19,nigerian used,51399.0
Lagos,Lexus,GX 460 Luxury,2015,Black,5.65,foreign used,72366.0
Ibadan,Toyota,Corolla,2011,Black,4.2,foreign used,86000.0
Ibadan,Toyota,RAV4,2006,White,3.71,foreign used,201305.0
Abuja,Kia,Sportage,2013,Silver,3.6,nigerian used,71776.0
Abuja,Toyota,Highlander,2012,Pink,9.0,foreign used,40000.0
Abuja,Lexus,GX 460,2010,Black,17.5,nigerian used,112366.0
Lagos,Lexus,LX 570 AWD,2019,Black,75.0,foreign used,5000.0
Lagos,Toyota,Venza AWD,2012,White,8.5,foreign used,72366.0
Ibadan,Toyota,Camry,2001,Silver,1.2,nigerian used,99000.0
Abuja,Toyota,Corolla,2017,Black,7.0,foreign used,72366.0
Abuja,Toyota,Camry,2014,Black,4.1,nigerian used,139074.0
Abuja,Toyota,Hilux,2013,White,9.5,nigerian used,85888.0
Abuja,Mercedes-Benz,M Class,2006,Silver,4.5,foreign used,70000.0
Lagos,Toyota,RAV4 2.5 4x4,2011,Blue,5.8,foreign used,82000.0
Ibadan,Toyota,Highlander Limited V6,2006,Black,4.2,foreign used,72366.0
Abuja,Toyota,Camry,2008,Gray,2.39,foreign used,72366.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2011,Black,8.2,foreign used,77000.0
Lagos,Toyota,Tacoma,2010,Silver,6.5,foreign used,87000.0
Lagos,Toyota,Matrix,2004,Silver,2.4,foreign used,78345.0
Lagos,Mercedes-Benz,M Class,2014,Brown,14.5,foreign used,58200.0
Abuja,Hyundai,Sonata,2015,Black,6.5,foreign used,85632.0
Lagos,Lexus,RX 350,2010,Gold,8.85,foreign used,75886.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,Silver,8.8,foreign used,85200.0
Abuja,Pontiac,Vibe,2005,Silver,2.7,foreign used,124165.0
Lagos,Lexus,GX 460 Luxury,2018,White,30.0,foreign used,31000.0
Abuja,Toyota,Highlander Limited,2008,Gold,5.0,nigerian used,112366.0
Abuja,Toyota,Corolla,2009,Silver,4.0,foreign used,72366.0
Lagos,Toyota,Sienna,2000,Green,1.13,nigerian used,177311.0
Abuja,Toyota,RAV4 Automatic,2004,Blue,2.6,foreign used,94657.0
Ibadan,Toyota,Highlander 3.5L 4WD,2013,Black,8.0,foreign used,120000.0
Lagos,Lexus,IS 250,2007,White,3.9,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2012,Black,9.25,foreign used,107000.0
Lagos,Lexus,RX,2017,Purple,17.0,foreign used,10422.0
Abuja,Honda,Accord,2017,White,7.9,foreign used,72366.0
Ibadan,Toyota,Corolla Sedan,2001,Red,1.98,foreign used,111534.0
Lagos,Toyota,Camry,2009,Green,3.15,nigerian used,113252.0
Abuja,Honda,Accord,2018,White,12.0,foreign used,72366.0
Abuja,Toyota,Venza V6,2012,Silver,4.9,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2013,Black,8.4,nigerian used,103000.0
Abuja,Toyota,Land Cruiser 4 V6 GXR,2021,Black,48.0,brand new,30.0
Lagos,Acura,MDX,2008,Silver,3.7,foreign used,68500.0
Ibadan,Toyota,Highlander LE 4dr SUV (2.7L 4cyl 6A),2015,Gray,12.0,foreign used,130000.0
Abuja,Hyundai,Elantra,2013,Black,2.81,nigerian used,137210.0
Abuja,Toyota,Venza V6,2009,Black,4.6,nigerian used,150000.0
Abuja,Lexus,IS 250,2008,White,4.7,foreign used,48000.0
Abuja,Toyota,Matrix,2007,Blue,2.3,nigerian used,121000.0
Lagos,Mercedes-Benz,GL Class GL 450,2013,Blue,13.5,foreign used,72366.0
Ibadan,Toyota,Avensis 2 D Verso,2002,Black,2.45,foreign used,144321.0
Lagos,Lexus,ES 350,2009,Gold,4.5,foreign used,63235.0
Lagos,Hyundai,Elantra 2 Limited,2007,Gold,1.13,nigerian used,360863.0
Abuja,Toyota,Tundra,2012,Black,13.8,foreign used,60000.0
Lagos,Mercedes-Benz,C300,2012,Black,4.71,foreign used,33326.0
Abuja,Mercedes-Benz,C400,2015,Gray,18.5,foreign used,99646.0
Lagos,Toyota,Highlander Limited,2012,Green,9.6,foreign used,79355.0
Lagos,Lexus,RX 350 2WD,2020,White,30.5,foreign used,1000.0
Ibadan,Lexus,ES 330,2005,White,3.2,foreign used,145000.0
Lagos,Mercedes-Benz,M Class,2013,White,11.8,foreign used,77045.0
Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),2009,Black,2.81,nigerian used,429408.0
Ibadan,Lexus,RX,2011,Gray,8.5,foreign used,72366.0
Ibadan,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,Silver,14.3,foreign used,46000.0
Lagos,Mercedes-Benz,C300,2008,Black,4.3,foreign used,72366.0
Lagos,Toyota,Tacoma PreRunner Access Cab,2012,Silver,9.7,foreign used,95085.0
Lagos,Toyota,Camry,2012,White,4.9,foreign used,78238.0
Abuja,Mercedes-Benz,C300,2008,Black,4.25,foreign used,75623.0
Lagos,Toyota,Highlander Limited 4x4,2008,Silver,6.5,foreign used,72366.0
Lagos,Mercedes-Benz,GL-Class,2015,Black,10.2,foreign used,72366.0
Lagos,Ford,Escape,2013,Blue,7.0,foreign used,72366.0
Abuja,Mercedes-Benz,S-Class,2021,Black,300.0,brand new,811.0
Abuja,Bentley,Bentley Mulsanne Base Ext WB,2019,White,225.0,brand new,3248.0
Lagos,Mercedes-Benz,C280,2006,Black,2.4,foreign used,72366.0
Lagos,Mercedes-Benz,C300,2010,Black,4.6,foreign used,1234.0
Lagos,Lexus,ES,2007,Gray,4.9,foreign used,72366.0
Abuja,Lexus,GX,2016,Gray,20.5,foreign used,72366.0
Lagos,Land Rover,Range Rover Sport HSE 4x4 (3.0L 6cyl 8A),2014,Black,24.9,foreign used,72366.0
Abuja,Toyota,Camry,2002,Gold,1.65,nigerian used,112366.0
Abuja,Hyundai,Veloster,2016,White,5.4,foreign used,72366.0
Lagos,Acura,TLX V6 SH-AWD (3.5L 6cyl 9A),2017,Black,14.05,foreign used,72366.0
Lagos,Mercedes-Benz,M Class,2015,White,15.5,foreign used,72366.0
Lagos,Toyota,Camry,2007,White,4.0,foreign used,75000.0
Abuja,Toyota,Hilux SR 4x4,2013,White,6.5,nigerian used,112546.0
Lagos,Lexus,ES 350,2009,Black,3.97,foreign used,72366.0
Abuja,Lexus,IS,2008,Silver,5.5,foreign used,78000.0
Lagos,Lexus,ES 350,2010,Green,6.2,foreign used,125000.0
Abuja,Hyundai,Sonata,2015,Black,8.7,foreign used,45000.0
Lagos,Ford,Explorer,2005,Red,2.36,foreign used,181952.0
Abuja,Mercedes-Benz,GLE-Class,2019,White,60.0,brand new,13000.0
Lagos,Lexus,ES 350 FWD,2019,Gold,29.5,foreign used,23000.0
Abuja,Mercedes-Benz,CLS 550 4MATIC,2012,White,14.0,foreign used,84028.0
Lagos,Audi,A8 4 TDi Quattro,2006,Black,3.38,foreign used,256169.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,18.5,foreign used,102000.0
Ibadan,Toyota,4-Runner Limited 2WD,2012,Gray,9.9,foreign used,72366.0
Lagos,Lexus,LX 570 AWD,2020,White,75.0,foreign used,72366.0
Lagos,Toyota,Tacoma,1999,Green,3.4,foreign used,100000.0
Lagos,Lexus,GX,2008,Gold,8.5,foreign used,72366.0
Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),2018,Black,11.0,foreign used,53930.0
Lagos,Infiniti,FX35,2008,Black,3.85,foreign used,168593.0
Lagos,Ford,Explorer,2011,Red,5.63,nigerian used,84719.0
Ibadan,Toyota,Sienna LE 7 Passenger,2011,Burgandy,5.0,foreign used,72366.0
Lagos,Mazda,CX-7,2007,Blue,2.59,nigerian used,155813.0
Abuja,Mercedes-Benz,CLK 350 Coupe,2006,Silver,2.2,nigerian used,112366.0
Abuja,Mercedes-Benz,C350,2009,Black,4.9,foreign used,72366.0
Abuja,Toyota,Sienna XLE,2005,Gold,1.85,nigerian used,112366.0
Abuja,Land Rover,Range Rover,2015,Gray,55.0,foreign used,45592.0
Abuja,Pontiac,Vibe,2009,Red,3.3,foreign used,72366.0
Ibadan,Opel,Zafira 2,2001,Silver,2.1,foreign used,142589.0
Abuja,Mercedes-Benz,C350,2009,Black,4.5,foreign used,72366.0
Ibadan,Lexus,RX 450h,2011,Gold,12.0,foreign used,125000.0
Abuja,Toyota,Highlander,2021,Gray,26.0,foreign used,72366.0
Lagos,Toyota,Venza V6 AWD,2012,White,9.0,foreign used,72366.0
Abuja,Hyundai,Elantra,2010,Black,5.65,foreign used,72366.0
Ibadan,Toyota,Corolla CE,2005,Green,1.8,nigerian used,173589.0
Abuja,Toyota,Land Cruiser Prado 4,2020,Black,45.0,brand new,21.0
Abuja,Mercedes-Benz,G-Class,2003,Black,7.9,foreign used,200845.0
Abuja,Toyota,Camry,2008,Red,2.5,nigerian used,112366.0
Abuja,Mercedes-Benz,E350,2014,White,11.5,foreign used,40398.0
Lagos,Land Rover,Range Rover,2006,Red,3.38,foreign used,213515.0
Abuja,Toyota,Avalon XSE,2020,White,24.5,foreign used,9000.0
Abuja,Mercedes-Benz,C300,2008,White,3.6,nigerian used,88000.0
Abuja,Toyota,Corolla,2009,White,3.35,nigerian used,112366.0
Abuja,Toyota,Corolla,2009,Silver,3.9,foreign used,87439.0
Abuja,Toyota,Camry,2013,Red,5.75,foreign used,72366.0
Abuja,Nissan,Murano SL 4WD,2009,Silver,4.0,nigerian used,112366.0
Lagos,Toyota,Highlander,2013,Black,9.2,foreign used,75000.0
Abuja,Lexus,GX 470 Sport Utility,2006,Black,4.85,nigerian used,52352.0
Lagos,Toyota,Venza,2014,White,10.3,foreign used,70412.0
Abuja,Toyota,Camry XSE FWD,2020,Red,19.0,foreign used,22000.0
Abuja,Lexus,RX,2004,Blue,4.0,nigerian used,112366.0
Abuja,BMW,6 Series,2005,Silver,2.9,nigerian used,112366.0
Abuja,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),2013,Black,8.6,foreign used,89988.0
Ibadan,Toyota,Camry,2004,Blue,2.25,foreign used,229604.0
Lagos,Mercedes-Benz,C300,2015,White,11.21,foreign used,54410.0
